id_pelicula,popularity,release_date,revenue,runtime,title,vote_average,vote_count,tags
17911,4.566951,2009-05-19,0.0,90.0,Mega Shark vs Giant Octopus,3.7,54.0,"Horror ScienceFiction English Asylum,The LorenzoLamas DebbieGibson SeanLawlor VicChao JonathanNation MarkHengst MichaelTeh ChrisHaley DustinHarnish DeanKreyling StephenBlackehart DanaDiMatteo MylesCranford DanaHealey JohnBolen RussKingston LarryWangParrish StephanieGernhauser CooperHarris MattLagan HunterIves DouglasN.Hachiya JackPerez"
24253,14.38601,2009-09-18,66995253.0,129.0,The Girl Who Played with Fire,6.9,561.0,Drama Action Thriller Crime Mystery svenska Italiano Français NordiskFilm SverigesTelevision(SVT) ZweitesDeutschesFernsehen(ZDF) ZDFEnterprises SvenskaFilminstitutet(SFI) FilmiVäst FilmpoolStockholmMälardalen SpiltanUnderhållning MichaelNyqvist NoomiRapace LenaEndre PeterAndersson AnnikaHallin PerOscarsson SofiaLedarp MickeSpreitz GeorgiStaykov PaoloRoberto YasmineGarbi TanjaLorentzon MagnusKrepper RalphCarlsson Hans-ChristianThulin MichalisKoutsogiannakis SunilMunshi DanielAlfredson
27561,3.093829,2009-09-25,0.0,101.0,Trailer Park Boys: Countdown to Liquor Day,7.0,42.0,Comedy Crime English TopsailEntertainment TrailerParkProductions JohnPaulTremblay RobbWells MikeSmith JohnDunsworth LucyDecoutere PatrickRoach JonathanTorrens SarahDunsworth BarrieDunn TyroneParsons JeannaHarrison MikeClattenburg
18489,1.372814,2009-01-18,0.0,87.0,The Yes Men Fix the World,7.0,29.0,Documentary English RenegadePictures AndyBichlbaum MikeBonanno ReggieWatts MikeBonanno AndyBichlbaum KurtEngfehr
10664,8.853168,2009-09-15,18469680.0,85.0,[REC]²,6.5,496.0,Thriller Horror Español Filmax ManuelaVelasco FerranTerraza ClaudiaSilva JavierBotet PabloRosso MarthaCarbonell AndreaRos AlejandroCasaseca AkemiGoto JonathanD.Mellor CarlosOlalla ÒscarForonda PacoPlaza JaumeBalagueró PacoPlaza
12155,17.285093,2010-03-03,1025491110.0,108.0,Alice in Wonderland,6.4,4773.0,"Family Fantasy Adventure English WaltDisneyPictures TeamTodd TimBurtonProductions RothFilms ZanuckCompany,The MiaWasikowska JohnnyDepp AnneHathaway HelenaBonhamCarter CrispinGlover MartonCsokas LindsayDuncan MattLucas GeraldineJames TimPigott-Smith LeoBill FrancesdelaTour MichaelSheen AlanRickman ChristopherLee StephenFry TimothySpall PaulWhitehouse BarbaraWindsor MichaelGough ImeldaStaunton EleanorTomlinson JemmaPowell EleanorGecks RebeccaCrookshank HollyHawkins LucyDavenport JoelSwetow JessicaOyelowo EthanCohn ChrisGrabher BonnieParker SimoneSault DaleMercer CortneyPalm TimBurton"
29426,9.159799,2010-05-06,0.0,90.0,Survival of the Dead,4.7,118.0,Horror ScienceFiction English DevonshireProductions ArtfireFilms NewRomero SuddenStormProductions BlankoftheDeadProductions AlanvanSprang KennethWelsh KathleenMunroe DevonBostick RichardFitzpatrick AthenaKarkanis StefanoDiMatteo JulianRichings GeorgeA.Romero
31723,7.052376,2009-11-13,18097.0,92.0,Women in Trouble,5.2,30.0,Comedy Drama English GatoNegroFilms CarlaGugino AdriannePalicki ConnieBritton MarleyShelton GarcelleBeauvais ElizabethBerkley JoshBrolin EmmanuelleChriqui SarahClarke JosephGordon-Levitt SimonBaker CameronRichardson SebastianGutierrez
23048,11.967652,2010-03-26,64572262.0,101.0,Hot Tub Time Machine,5.9,911.0,ScienceFiction Comedy Adventure Pусский English UnitedArtists Metro-Goldwyn-Mayer(MGM) NewCrimeProductions JohnCusack LizzyCaplan RobCorddry CraigRobinson ClarkDuke ChevyChase SebastianStan ColletteWolfe LyndsyFonseca CrispinGlover WilliamZabka JessicaParé CrystalLowe KelleeStewart JuliaMaxwell JoshHeald CharlieMcDermott AmberHay StevePink
10191,14.416681,2010-03-05,494878759.0,98.0,How to Train Your Dragon,7.5,4319.0,Fantasy Adventure Animation Family English DreamWorksAnimation VertigoEntertainment MadHatterEntertainment JayBaruchel GerardButler CraigFerguson AmericaFerrera JonahHill ChristopherMintz-Plasse T.J.Miller KristenWiig RobinAtkinDownes PhilipMcGrade KieronElliott AshleyJensen DavidTennant ChrisSanders DeanDeBlois
18823,11.972347,2010-04-01,232713139.0,106.0,Clash of the Titans,5.6,2280.0,Adventure Fantasy Action English TheZanuckCompany LegendaryPictures ThunderRoadPictures WarnerBros. MovingPictureCompany(MPC) SamWorthington LiamNeeson RalphFiennes GemmaArterton JasonFlemyng AlexaDavalos TineStapelfeldt MadsMikkelsen LukeEvans IzabellaMiko LiamCunningham HansMatheson AshrafBarhom MouloudAchour IanWhyte VincentRegan PollyWalker LukeTreadaway PetePostlethwaite ElizabethMcGovern RoryMcCann KayaScodelario AlexanderSiddig DannyHuston PhilMcKee LauraKachergus DavidKennedy NinaYoung JaneMarch NathalieCox AgynessDeyn NataliaVodianova CharlotteComer NicholasHoult KatherineLoeppky LouisLeterrier
33217,12.139919,2010-03-19,75700498.0,92.0,Diary of a Wimpy Kid,5.9,369.0,Comedy Family English DuneEntertainment ColorForce DaydayFilms ZacharyGordon RobertCapron RachaelHarris SteveZahn DevonBostick ConnorFielding OwenFielding ChloëGraceMoretz KaranBrar GraysonRussell LaineMacNeil AlexFerris AndrewMcNee BelitaMoreno RobLaBelle NicholasCarey SamuelPatrickChu DonnieMacNeil SamanthaPage AvaHughes OwenBest CainanWiebe ColeHeppell HarrisonHoude JenniferClement KarinKonoval RaugiYu JakeD.Smith TalonDunbar NaomiDane WillemJacobson MaxineMiller TayaClyne AdomOsei RyleeStiles RyanGrantham BrettDier CindyBusby ThorFreudenthal
10138,19.083344,2010-04-28,623933331.0,124.0,Iron Man 2,6.6,6969.0,Adventure Action ScienceFiction English Pусский Français MarvelStudios RobertDowneyJr. GwynethPaltrow DonCheadle ScarlettJohansson MickeyRourke SamRockwell SamuelL.Jackson ClarkGregg JohnSlattery GarryShandling PaulBettany KateMara LeslieBibb JonFavreau ChristianeAmanpour PhilippeBergeron JamesBethea MichaelBruno KateClark LuminitaDocan FrançoisDuhamel LarryEllison AdamGoldstein TimGuinee EricL.Haney AliKhan EvgeniyLazarev StanLee IsaiahGuymanMartinIV HelenaMattsson KeithMiddlebrook AnyaMonzikova MargyMoore OliviaMunn ElonMusk BillO'Reilly AlejandroPatino DavinRansom KarimSaleh BrianSchaeffer PhillipeSimon JackWhite MelanieBrown KrystalEllsworth VictoriaGracie GinaCantrell ReneeHerlocker JillAnnPineda-Arnold SandyColton AnnikaIhnat JennyRobinson LindsayDennis JenniferD.Johnson LindsayRosenberg HannahDouglass BrookeLong RacheleBrookeSmith NadineEllis KyletteZamora TedAlderman DonessaAlexander MartinAndris CassityAtkins GregoryBaldi ElyaBeer AyeletBen-Shahar JordanBobbitt ChrisBorden PeteBrown BasilinaButler JohnCeallach KatieCleary AjaraeColeman RickL.Dean Timothy'TJ'JamesDriscoll JasmineDustin MarkCasimirDyniewicz SamFelman CaitlinGallo ShakiraVaniseGamble PaulGrace JamesGranville KathrynHenzler JenniferLynneJohnson MarkKubr CameronLee Jee-YunLee WaymondLee MathewLorenceau ChristopherMaleki RichardMarkman BryanMcCoy EdMoy DelkaNenkova TonyNevada AllisonOchmanek NicolasPajon H.E.VictorJ.W.PekarcikIII ErinPickett OliviaPresley StevenJamesPrice KianaPrudhont KristinQuick TannerAlexanderRedman TanoaiReed KellySarah TorinSixx PeterTrenholmSmith GraceStanley DougSwander MichaelA.Templeton RosaTyabji PeterSebastianWrobel MariaZambrana NickW.Nicholson JonFavreau
23437,10.40191,2010-04-30,115664037.0,95.0,A Nightmare on Elm Street,5.5,771.0,Horror Mystery Thriller English NewLineCinema PlatinumDunes RooneyMara JackieEarleHaley KyleGallner KatieCassidy KellanLutz ThomasDekker ClancyBrown ConnieBritton ChristianStolte LiaD.Mortensen JuliannaDamm KatieSchoopingKnight HaileySchoopingKnight LeahUteg DonRobertCass SamuelBayer
37786,7.255991,2010-05-26,288347692.0,146.0,Sex and the City 2,5.5,434.0,Comedy Drama Romance English العربية NewLineCinema VillageRoadshowPictures HomeBoxOffice(HBO) HBOFilms SarahJessicaParker KristinDavis CynthiaNixon KimCattrall ChrisNoth DavidEigenberg EvanHandler AlexandraFong ParkerFong MarioCantone WillieGarson NoahMills LizaMinnelli BillyStritch AliceEve JasonLewis MaxRyan LynnCohen AmiraMor DhafferL'Abidine JohnCorbett RayaMeddine JenniferFerrin TetWada TimGunn PenélopeCruz MileyCyrus OmidDjalili TuesdayKnight NormLewis MeganBoone NealBledsoe MichaelPatrickKing
10193,16.96647,2010-06-16,1066969703.0,103.0,Toy Story 3,7.6,4710.0,Animation Family Comedy English Español WaltDisneyPictures PixarAnimationStudios TomHanks TimAllen NedBeatty JoanCusack MichaelKeaton WhoopiGoldberg BonnieHunt WallaceShawn JohnRatzenberger DonRickles EstelleHarris JohnMorris JodiBenson EmilyHahn LaurieMetcalf BlakeClark TeddyNewton KristenSchaal R.LeeErmey BudLuckey BeatriceMiller TimothyDalton LoriAlan JeffGarlin JohnCygan JeffPidgeon JackAngel JanRabson RichardKind ErikvonDetten JackWillis CarlosAlazraqui TeresaGanzel JessHarnell DannyMann MickieMcGowan LaraineNewman ColleenO'Shaughnessey BobPeterson JeromeRanft LeeUnkrich ColetteWhitaker SherryLynn JimWard FrankWelker LeeUnkrich
10192,11.803808,2010-05-16,752600867.0,93.0,Shrek Forever After,6.0,2021.0,Comedy Adventure Fantasy Animation Family English DreamWorksAnimation MikeMyers EddieMurphy CameronDiaz AntonioBanderas JulieAndrews JonHamm JohnCleese CraigRobinson WaltDohrn JaneLynch LakeBell KathyGriffin MaryKayPlace KristenSchaal MeredithVieira RyanSeacrest CodyCameron LarryKing RegisPhilbin ChristopherKnights ConradVernon AronWarner JasperJohannesAndrews OllieMitchell MilesBakshi NinaZoeBakshi BillieHayes JeremyHollingworth BrianHopkins ChrisMiller MikeMitchell JamesRyan AshleyBoettcher DanielleSoibelman FrankWelker MikeMitchell
40819,0.98166,2009-01-01,0.0,93.0,Best Worst Movie,7.4,49.0,Documentary Comedy English Italiano MichaelStephenson GeorgeHardy DarrenEwing JasonSteadman JasonWright ZackCarlson RandallColburn AdamDeyoe JohnGemberling PatrickGibbs PaulGibbs EricGosselin RockyJalil TimothyMarklevitz RyanMartin ScottPearlman ChrisPudlo JamesM.Tate ScottWeinberg BrynHammond SimonRobb MichaelStephenson
24021,34.047399,2010-06-23,698491347.0,124.0,The Twilight Saga: Eclipse,5.9,2382.0,Adventure Fantasy Drama Romance English SummitEntertainment MaverickFilms ImprintEntertainment SunsweptEntertainment TempleHillEntertainment KristenStewart RobertPattinson TaylorLautner AshleyGreene PeterFacinelli BillyBurke ElizabethReaser NikkiReed KellanLutz JacksonRathbone GilBirmingham AnnaKendrick MichaelWelch ChristianSerratos BryceDallasHoward JustinChon XavierSamuel DakotaFanning SarahClarke CameronBright BoobooStewart JuliaJones ChaskeSpencer JodelleFerland TysonHouseman AlexMeraz KiowaGordon BronsonPelletier TinselKorey CatalinaSandinoMoreno KirstenProut JackHuston DanielCudmore CharlieBewley LeahGibson AlexRice BenGeldreich PaulJarrett IrisQuinn ByronChief-Moon MarielBelanger CainanWiebe DavidSlade
20352,22.274502,2010-07-08,543513985.0,95.0,Despicable Me,7.1,6595.0,Animation Family English UniversalPictures IlluminationEntertainment SteveCarell JasonSegel RussellBrand JulieAndrews WillArnett KristenWiig MirandaCosgrove DanaGaier ElsieFisher PierreCoffin ChrisRenaud JemaineClement JackMcBrayer DannyMcBride MindyKaling RobHuebel KenJeong KenDaurio CharlesBright KatieLeigh RanjaniBrow ScottMenville HollyDorff EdieMirman JackieGonneau AlRodrigo WendyHoffman JakobRoston JohnHansTester TonyLee DebiMaeWest JamesKyson MikailaBaumel PierreCoffin ChrisRenaud
38365,23.981251,2010-06-24,271430189.0,102.0,Grown Ups,6.0,1746.0,Comedy English ColumbiaPictures HappyMadisonProductions RelativityMedia AdamSandler SalmaHayek MariaBello SteveBuscemi MayaRudolph KevinJames RobSchneider ChrisRock JamieChung DavidSpade EbonyJo-Ann DiQuon ColinQuinn TimMeadows MadisonRiley DanPatrick SadieSandler JackieSandler RichieMinervini AlexysNycoleSanchez DennisDugan
35019,8.983275,2010-03-26,93246388.0,109.0,Nanny McPhee and the Big Bang,6.0,450.0,Comedy Fantasy English UniversalPictures ThreeStrangeAngels StudioCanal RelativityMedia WorkingTitleFilms EmmaThompson AsaButterfield RalphFiennes MaggieGyllenhaal MaggieSmith RhysIfans DanielMays BillBailey EwanMcGregor ErosVlahos OscarSteer LilWoods KatyBrand SineadMatthews SamKelly EdStoppard TobySedgwick SusannaWhite
37472,1.9602,2010-04-21,36000000.0,109.0,Ip Man 2,7.2,684.0,Action History Drama 普通话 广州话/廣州話 English MandarinFilmsDistributionCo. DonnieYen SammoHung SimonYam LynnHung FanSiu-Wong LoMeng HuangXiaoming KentCheng ChristianKangBachini AshtonChen WilsonYip
27578,14.75562,2010-08-03,274470394.0,103.0,The Expendables,6.0,2977.0,Thriller Adventure Action English Español MillenniumFilms SylvesterStallone JasonStatham DolphLundgren EricRoberts RandyCouture SteveAustin DavidZayas GiselleItié TerryCrews MickeyRourke BruceWillis ArnoldSchwarzenegger CharismaCarpenter AminJoseph SenyoAmoaku HankAmos AntonioRodrigoNogueira SassaNacimento R.A.Rondell TzeYep GaryDaniels JetLi SylvesterStallone
43593,8.212132,2010-08-20,83188165.0,88.0,Piranha 3D,5.3,599.0,Comedy Horror English TheWeinsteinCompany AtmosphereEntertainmentMM ChakoFilmCompany DimensionFilms IntellectualPropertiesWorldwide Aja/LevasseurProductions ElisabethShue AdamScott JerryO'Connell StevenR.McQueen JessicaSzohr VingRhames DinaMeyer KellyBrook RichardDreyfuss ChristopherLloyd DevraKorwin RileySteele CodyLongo RicardoChavira PaulScheer EliRoth GiannaMichaels AshlynnBrooke GenevieveAlexandra BriaRoberts AlexandreAja
38358,6.397109,2010-08-27,67738090.0,87.0,The Last Exorcism,5.6,330.0,Horror Drama Thriller English StrikeEntertainment StudioCanal ArcadePictures AshleyBell PatrickFabian IrisBahr LouisHerthum CalebLandryJones ShannaForrestall TonyBentley AllenBoudreaux DanielStamm
40663,4.334953,2010-01-24,0.0,107.0,Gasland,7.4,52.0,Documentary English Français HBODocumentaryFilms JoshFox JoshFox
23631,7.120403,2010-09-01,31327899.0,105.0,Machete,6.3,1171.0,Action Comedy Thriller English Español DuneEntertainment DuneEntertainmentIII TroublemakerStudios OvernightFilms DannyTrejo MichelleRodriguez JessicaAlba RobertDeNiro LindsayLohan CheechMarin StevenSeagal DarylSabara DonJohnson JeffFahey TomSavini TinaRodriguez TitoLarriva GilbertTrejo StacyKeach JamesParks BillyBlair SheaWhigham AraCeli FelixSabates ElectraAvellan EliseAvellan MarciMadison MayraLeal AlejandroAntonio JuanGabrielPareja AliciaRachelMarek RolandRuiz NinaLeon RobertRodriguez EthanManiquis
41233,9.111782,2010-08-04,159291809.0,107.0,Step Up 3D,6.6,595.0,Drama Romance English SummitEntertainment TouchstonePictures RickMalambri AdamG.Sevani JoeSlaughter SharniVinson AlysonStoner KeithStallworth KendraAndrews StephenBoss MartínLombard FacundoLombard OrenMichaeli Daniel'Cloud'Campos AjaGeorge Straphanio'Shonnie'Solomon TerenceDickson ChaddSmith Britney'B'Thomas TerranceHarrison Jonathan'Legacy'Perez JaimeBurgosIII Ivan'Flipz'Velez AshleeNino TamaraLevinson Ricardo'BoogieFrantick'RodriguezJr. MariKoda ChristopherScott LuisRosado LaJonDantzler JanelleCambridge Anjelo'LilDemon'Baligad JalenTesterman Jose'BoyBoi'Tena SimrinC.Player JoshuaAllen Jeffrey'Machine'McCann CasperSmart JoshuaLeeAyers PhilipAlbuquerque RichardSteeloVasquez John'J-Rock'Nelson Aaron'Deuce'Cooke MoisesRivas Zahra'Jeskilz'Hamani IvanKoumaev SharyaHowell CarlyLang NickWilson NickDeMoura BaileyHanks RobinLordTaylor AlexZelenty JimmySmagula ChristopherPlace MarkBlum AlexCharak CarolinaRavassa AllyMaki JamalSims KevinChew KenMarks MarkTallman JenniferVanDyck KylieGoldstein DavidBrown RhapsodyJames DylanHartigan SalMistretta SonnieBrown AkiraTakayama GrandmasterCaz Hi-Hat RaymondDelBarrio MarleyMarl DanZiskie RyanDanielBeck SawandiWilson NoelRodriguez Marie'Pandora'Medina TyrellWashington AnthonyCarr AdrianWiltshire DaveScott CedricGardner JosueAnthony RichieSoto CherylAlessio GeorgeAlexander ShawnBreathwaite LeonC.Carswell BryanDechart MoniqueDupree JasonEtter RubyFeliciano MoeHindi JeremyHudson MorrisIsby JosephCharlesKaye KristenKressParness ChrisKulanusorstit ZacharyMcElderry ShaunaMitchell OwenJ.Murphy KathyNajimy StefaniePaige DaniellePolanco AliciaQuiñones TonyStyles AshleySugarman MichaelTrobiano Uzimann SeanVanderWilt PenelopeVazquez HarryShumJr. JonM.Chu
40264,8.129407,2010-08-18,80547866.0,82.0,Vampires Suck,4.2,326.0,Horror Comedy English Español RegencyEnterprises RoadRebel ChrisRiggi MattLanter JennProske KenJeong BradleyDodds KelseyFord ArielleKebbel JunHeeLee MikeMayhall KrystalMayo NickEversman DavidDeLuise DaveFoley JeffWitzke CristaFlanagan ZaneHoltz AnneliesevanderPol DiedrichBader CharlieWeber MichaelHanson MarcelleBaer JasonFriedberg AaronSeltzer
35791,0.452934,2010-09-09,300228084.0,97.0,Resident Evil: Afterlife,5.8,1382.0,Action Adventure Horror ScienceFiction English Español 日本語 ImpactPictures Davis-Films ConstantinFilmProduktion MillaJovovich WentworthMiller AliLarter KimCoates KaceyClarke ShawnRoberts SergioPeris-Mencheta BorisKodjoe SiennaGuillory SpencerLocke NormanYeung RayOlubowale ChristopherKano TatsuyaGoke FulvioCecere PaulW.S.Anderson
45162,5.860115,2010-09-28,0.0,78.0,Superman/Batman: Apocalypse,7.0,171.0,Action Adventure Animation English DCComics WarnerPremiere TimDaly KevinConroy SummerGlau EdAsner AndreBraugher SusanEisenberg RachelQuaintance TaraStrong JulianneGrossman LaurenMontgomery
33909,9.819864,2010-09-02,134748021.0,133.0,Wall Street: Money Never Sleeps,5.8,504.0,Drama Crime English TwentiethCenturyFoxFilmCorporation DuneEntertainment DuneEntertainmentIII EdwardR.PressmanFilm MichaelDouglas ShiaLaBeouf JoshBrolin CareyMulligan FrankLangella SusanSarandon EliWallach VanessaFerlito JasonClarke AlexanderWraith JohnBedfordLloyd AnnaKuchma JulianneMichelle KeithMiddlebrook ChuckPfeiffer CharlieSheen NatalieMorales SebastianSozzi TetWada AnnikaPergament OliverStone
39691,7.941637,2010-07-30,112483764.0,82.0,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,122.0,Comedy Family English ภาษาไทย VillageRoadshowPictures JamesMarsden NickNolte ChristinaApplegate BetteMidler PascaleHutton KattWilliams NeilPatrickHarris SeanHayes WallaceShawn RogerMoore JoePantoliano MichaelClarkeDuncan ChrisO'Donnell JackMcBrayer FredArmisen KiernanShipka PaulRodríguez J.K.Simmons GreyGriffin BradPeyton
43933,6.154375,2010-06-18,4242978.0,94.0,Monsters,6.2,597.0,Drama Thriller ScienceFiction Español English VertigoEntertainment WhitneyAble ScootMcNairy AnnaleeJefferies KevonKane FernandoLara GarethEdwards
39312,4.577881,2010-06-25,1422910.0,93.0,Restrepo,7.3,117.0,"Documentary War English OutpostProductions Juan""Doc""Restrepo DanKearney LaMontaCaldwell AronHijar SebastianJunger TimHetherington"
42941,7.320221,2010-10-04,0.0,92.0,30 Days of Night: Dark Days,4.8,121.0,Horror Thriller English GhostHousePictures KieleSanchez MiaKirshner DioraBaird RhysCoiro HaroldPerrineau MoniqueGanderton BenCotton StaceyRoy KatieKeating TroyRuptash JamesPizzinato MarcoSoriano DonovanCerminara ScottPatey JodyThompson KatharineIsabelle PeterHall StephenHuszar JacksonBerlin JohnDeSantis EvgueniaIvanova AaronHarrison Sarah-JaneRedmond RichardStroh KarenElizabethAustin AndrewStehlin ChristopherDe-Schuster BenKetai
41436,7.388933,2010-10-20,177512032.0,91.0,Paranormal Activity 2,5.7,734.0,Horror Thriller English ParamountPictures BlumhouseProductions SolanaFilms KatieFeatherston DavidBierend BrianBoland MollyEphraim SethGinsberg SpragueGrayden WilliamJuanPrieto JacksonXeniaPrieto MicahSloat VivisCortez TodWilliams
41439,16.626655,2010-10-21,136150434.0,90.0,Saw: The Final Chapter,5.8,758.0,Horror Crime English Lionsgate TwistedPictures SerendipityProductions TobinBell CostasMandylor BetsyRussell CaryElwes SeanPatrickFlanery GinaHolden TanedraHoward GregBryk ChadDonella ChesterBennington KevinGreutert
12444,23.300362,2010-10-17,954305868.0,146.0,Harry Potter and the Deathly Hallows: Part 1,7.5,5708.0,Adventure Fantasy Family English WarnerBros. HeydayFilms DanielRadcliffe EmmaWatson RupertGrint RalphFiennes HelenaBonhamCarter AlanRickman BillNighy MichaelGambon BrendanGleeson JohnHurt CiaránHinds MatthewLewis RhysIfans TomFelton JasonIsaacs ClémencePoésy BonnieWright WarwickDavis RobbieColtrane DavidThewlis EvannaLynch HelenMcCrory TimothySpall JulieWalters ImeldaStaunton FionaShaw NataliaTena JamesPhelps OliverPhelps MarkWilliams RichardGriffiths HarryMelling FrancesdelaTour SophieThompson DavidO'Hara SteffanRhodri KatieLeung SamuelRoukin IanKelly MichelleFairley PeterMullan GuyHenry ArbenBajraktaraj RodHunt SuzanneToase RalphIneson AdrianAnnis EmilHostina RichardStrange PaulKhanna AnthonyJohnCrocker PeterG.Reed GranvilleSaxton JudithSharp AshleyMcGuire PenelopeMcGhie BobYvesVanHellenbergHubar TonyKirwood DavidRyall MatyelokGibbs SimonMcBurney JonCampling DevonMurray WilliamMelling SimonGrover FreddieStroma JessieCave AnnaShaffer JoshHerdman ScarlettByrne AfshanAzad NickMoran TobyJones KateFleetwood RadeSerbedzija JamieCampbellBower HazelDouglas AdrianRawlins GeraldineSomerville MirandaRichardson DaveLegeno GrahamDuff DomhnallGleeson CarolynPickles DavidYates
38757,14.684761,2010-11-24,591794936.0,100.0,Tangled,7.4,3419.0,Animation Family English WaltDisneyPictures WaltDisneyAnimationStudios MandyMoore ZacharyLevi DonnaMurphy DelaneyRoseStein BradGarrett RonPerlman JeffreyTambor RichardKiel M.C.Gainey PaulF.Tompkins NathanGreno ByronHoward TimMertens ByronHoward NathanGreno
44687,0.618465,2010-08-17,0.0,93.0,The Lost Skeleton Returns Again,7.0,9.0,Comedy Horror English bantamstreet H.M.Wynant ChristineRomeo FayMasterson BrianHowe FrankDietz FrankIppolito JenniferBlaire LarryBlamire
48395,4.51319,2010-12-03,0.0,84.0,Rare Exports: A Christmas Tale,6.4,143.0,Fantasy English suomi FilmpoolNord OscilloscopeLaboratories Yleisradio(YLE) Cinet Kinology PomorFilm Agnèsb.Productions DavajFilm FilmCamp PerChristianEllefsen JormaTommila TommiKorpela OnniTommila JonathanHutchings RaunoJuvonen IlmariJärvenpää RistoSalmi JensSivertsen SigmundBøe OlavPedersen NilsM.Iselvmo SteinarSkogstad NilsNymo HjalmarIselvmo SteinarTunes TorgeirFosberg TorKvammen HansPrestbakmo AlfRoaldPedersen NikolajAlsterdal KnutOsaGreger KjellToreNordli Stein-ErikOlsen AtleKirkegård HansLindgård EinarFagertun BjørnPedersen TommySvendsen PeeterJakobi JalmariHelander
20526,21.259,2010-12-10,400062763.0,125.0,TRON: Legacy,6.3,2895.0,Adventure Action ScienceFiction English WaltDisneyPictures LivePlanet PranaStudios SeanBaileyProductions RevolutionSunStudios KontseptFilmCompany GarrettHedlund JeffBridges OliviaWilde BruceBoxleitner YayaDaCosta SerindaSwan BeauGarrett ElizabethMathis JamesFrain AmyEsterle BrandonJayMcLaren MichaelSheen OwenBest MichaelTeigen DaftPunk RonSelmour ConradCoates KisYurij CillianMurphy AaronToney DarrenDolynski CatherineLoughHaggquist ShawMadson JosephKosinski
39451,9.73941,2010-12-21,310650585.0,98.0,Little Fockers,5.5,1092.0,Comedy Romance English ParamountPictures UniversalPictures EverymanPictures RelativityMedia DreamworksPictures TribecaProductions RobertDeNiro BenStiller OwenWilson DustinHoffman BarbraStreisand TeriPolo BlytheDanner JessicaAlba HarveyKeitel LauraDern ColinBaiocchi DaisyTahan RobertMiano SergioCalderón JordanPeele OlgaFonda LakshSingh GarySievers PaulWeitz
48748,2.521782,2010-12-16,0.0,93.0,Klown,6.6,45.0,Comedy Dansk ZentropaProductions CasperChristensen FrankHvam IbenHjejle MiaLyhne MarcuzJessPetersen LarsHjortshøj TinaBilsbo MadsLisby AnneMoen NielsWeyde MarieMondrup ElsebethSteentoft RogerKormind MichaelCarøe DyaJosefineHauch ClausDamgaard BentFabricius-Bjerre JørgenLeth MichaelMeyerheim OleMichelsen MadsBrügger MikaelBertelsen IbMichael NielsHelvegPetersen OleBjørnHeiringSørensen OleSørensen KennethCarmohn SebastianChristensen AnnSofieVejby NadiaBjerregaard MikkelMikkelsen MalteWeis Medina LeaBaastrupRønne MarieBachHansen ChristianKirkØstergaard SimonKvamm SuneWagner ThomasHelmig PeterSommer SørenRasted Remee BjörnGustafsson BarbaraZatler RasmusHaxen BarbaraBorchorst LindaFallentin BjørnDiedrichsen LeifWillerJensen KarolineMunksnæs HotherBøndorff SamiDarr SadiTekelioglu MortenJensen MortenVinther StineChen MichaelFrandsen KnudWestphalEriksen PawTerndrup RogerMatthisen CecilieIshøj HeidiPetersen AstridSøjberg JosephineJacob CeciliaBlack MariaVanHuisstede IdaLee KadijaJalloh HeleneMarieBlixt NannaLiliendal MikkelNørgaard
42323,0.501363,2010-07-16,0.0,104.0,Tere Bin Laden,6.7,14.0,Comedy हिन्दी English AliZafar PradhumanSingh SugandhaGarg NikhilRatnaparkhi PiyushMishra AbhishekSharma
23508,0.962933,2008-08-08,0.0,94.0,Embodiment of Evil,5.9,8.0,Horror Português GullaneFilmes Olhosdecão JoséMojicaMarins JeceValadão AdrianoStuart MilhemCortaz RuiRezende JoséCelsoMartinezCorrêa CristinaAché HelenaIgnez DéboraMuniz ThaísSimi CleodeParis NaraSakarê GiulioLopes EduardoChagas LuísMelo RaymondCastile Satã JoséMojicaMarins
63578,8.832903,2010-09-01,951179.0,107.0,The Trip,7.0,117.0,Comedy Drama English RevolutionFilms BritishBroadcastingCorporation(BBC) SteveCoogan RobBrydon ClaireKeelan MargoStilley PaulPopplewell RebeccaJohnson DolyaGavanski KerryShale BernardGallagher BernardGallagher BenStiller MichaelWinterbottom
22843,6.518028,2009-06-26,41162041.0,108.0,Evangelion: 2.0 You Can (Not) Advance,7.7,129.0,Animation ScienceFiction Action Drama 日本語 StudioKhara MegumiOgata YukoMiyamura KotonoMitsuishi MaayaSakamoto MegumiHayashibara HideakiAnno KazuyaTsurumaki Masayuki
54293,2.68829,2011-01-15,0.0,201.0,Zeitgeist: Moving Forward,6.9,70.0,Documentary English GentleMachineProductionsLLC RobertSapolsky GáborMáté RichardG.Wilkinson JamesGilligan JohnMcMurtry MichaelRuppert MaxKeiser JacqueFresco AdrianBowyer BehrokhKhoshnevis RoxanneMeadows ColinCampbell JeremyGilbert PeterJoseph
58764,1.885261,2010-10-15,0.0,92.0,Lapland Odyssey,6.6,27.0,Comedy suomi AnagramProduktion JussiVatanen JasperPääkkönen TimoLavikainen PamelaTola KariKetonen MiiaNuutila DomeKarukoski
